DUA;Item;Fecha;AÒo;Importador;RUC;Regimen;CÛdigo NCM;Aduana;VÌa Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;PaÌs de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;DescripciÛn de MercaderÌa;DescripciÛn para Filtro
118-376851;0006;29/09/2021;2021;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02196-21;SUDU61SSZ117944X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;42090.97;1700.65;44829.91;1811.31;2694.15;24750;25162.5;BRASKEM SA AVENIDA WAGNER SAMARA.;BRASKEM;POLIPROPILENO COPOLIMERO BRASKEM EP 440N PL14 MATERIAL POLIPROPILENO PARA INYECCION DE ENVASES PLASTICOS ENVASADO EN BOLSAS DE 25 KILOS EP 440N-POLIPROPILENO COPOLIMERO HETEROFASICO;POLIPROPILENO COPOLIMERO BRASKEM EP 440N PL14 MATERIAL POLIPROPILENO PARA INYECCION DE ENVASES PLASTICOS ENVASADO EN BOLSAS DE 25 KILOS EP 440N-POLIPROPILENO COPOLIMERO HETEROFASICO
118-377495;0001;30/09/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02196-21;SUDU61SSZ119386X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;42078.73;1700.15;44813.81;1810.66;2728.34;24750;25360;BRASKEM SA AVENIDA WAGNER SAMARA.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L
118-377692;0001;30/09/2021;2021;IBEROAMERICANA DE PLASTICOS SAC;4  20508061201;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02250-21;MEDUAD214576;ABU DHABI;Emiratos ¡rabes Unidos;Austria;74.25;TM;74250;KILOGRAMO;0;No disponible;114968.25;1548.39;125395.18;1688.82;10383;74250;75410;BOROUGE PTE LTD;S/M;POLIPROPILENO COPOLIMERO. S/M. S/M COMERCIALIZADO EN TONELADAS PARA USO INDUSTRIAL BOROUGE BAG POLYPROPYLENE COPOLYMER BD950MO;POLIPROPILENO COPOLIMERO. S/M. S/M COMERCIALIZADO EN TONELADAS PARA USO INDUSTRIAL BOROUGE BAG POLYPROPYLENE COPOLYMER BD950MO
118-377861;0001;30/09/2021;2021;METRO INDUSTRIAS PLASTICAS SOCIEDAD ANON;4  20215229883;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;02234-21;COSU6310268760;KRZZA;Corea del Sur;BÈlgica;44;TM;44000;KILOGRAMO;0;No disponible;61400;1395.45;81729.5;1857.49;19562;44000;44680;MANUCHAR N.V.;HANNA-TOTAL;POLIPROPILENO COPOLIMERO. HANNA-TOTAL. S/M LOTE: P4210469. F. PROD.: 20.08.2021. F.VENC.: 20.08.2022 GRADO: RJ870Z (MFI 40). TIPO: INJECTION PP COPOLIMERO RANDON EN SACOS DE 25 KG. C/U. = 1760 SACOS;POLIPROPILENO COPOLIMERO. HANNA-TOTAL. S/M LOTE: P4210469. F. PROD.: 20.08.2021. F.VENC.: 20.08.2022 GRADO: RJ870Z (MFI 40). TIPO: INJECTION PP COPOLIMERO RANDON EN SACOS DE 25 KG. C/U. = 1760 SACOS
118-378090;0001;30/09/2021;2021;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02257-21;HLCUSEL210894089;No disponible;Corea del Sur;Estados Unidos;22000;KG;22000;KILOGRAMO;0;No disponible;31980.11;1.45;36219.75;1.65;3839.89;22000;22460;LOTTE CHEMICAL CORPORATION;KOPELEN;POLIPROPILENO COPOLIMERO. KOPELEN. JM350 LOTE: P21322136 EN 880 SACOS DE PLASTICO DE 25 KG. POLIPROPILENO COPOLIMERO Kopelen JM-350;POLIPROPILENO COPOLIMERO. KOPELEN. JM350 LOTE: P21322136 EN 880 SACOS DE PLASTICO DE 25 KG. POLIPROPILENO COPOLIMERO Kopelen JM-350
118-378836;0001;30/09/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02196-21;HLCUEUR2108BUSX2;SANTOS;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;91537.68;1849.25;94403.86;1907.15;2852;49500;50320;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO RP 340S;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO RP 340S
118-378836;0002;30/09/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02196-21;HLCUEUR2108BUSW1;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43293.84;1749.25;44726.54;1807.13;1426;24750;25300;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 448R;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 448R
118-378836;0003;30/09/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02196-21;HLCUEUR2108BUSY3;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43293.84;1749.25;44726.54;1807.13;1426;24750;25610;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMEROI DE POLIPROPILENO CP 195;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMEROI DE POLIPROPILENO CP 195
118-378895;0001;30/09/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02344-21;MAEUR03901995;No disponible;Arabia Saudi;Estados Unidos;144;TM;144000;KILOGRAMO;0;No disponible;215880;1499.17;223530.16;1552.29;7360;144000;146410;SABIC AMERICAS INC.;SABIC;POLIPROPILENO. SABIC. S/M POLIPROPILENO EN BOLSAS DE 25KG PP 519A;POLIPROPILENO. SABIC. S/M POLIPROPILENO EN BOLSAS DE 25KG PP 519A
118-381978;0001;01/10/2021;2021;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02299-21;HLCUSEL210801357;CARDENAS;Corea del Sur;Corea del Sur;44;TM;44000;KILOGRAMO;0;No disponible;61805.12;1404.66;69519.44;1579.99;7634.88;44000;44870;LOTTE CHEMICAL CORPORATION;LOTTE CHEMICAL;POLIPROPILENO COPOLIMERO. Lotte Chemical. S/M   POLIPROPILENO COPOLIMERO JM-375 Polypropylene copolymer;POLIPROPILENO COPOLIMERO. Lotte Chemical. S/M   POLIPROPILENO COPOLIMERO JM-375 Polypropylene copolymer
118-383359;0001;04/10/2021;2021;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02299-21;ONEYSZPBH5372900;SHANGHAI;Arabia Saudi;Francia;26;TM;26000;KILOGRAMO;0;No disponible;35446;1363.31;43974.07;1691.31;8085;26000;26600;HONGKONG TOPWAY TRADING CO.. LTD.;ARAMCO;COPOLIMERO DE POLIPROPILENO. ARAMCO. CP245NK REF : CP245NK SON : 1040 SACOS DE 25 KG CADA UNO / USO: INDUSTRIAL POLYPROPYLENE COPOLYMER INJECTION ARAMCO CP245NK;COPOLIMERO DE POLIPROPILENO. ARAMCO. CP245NK REF : CP245NK SON : 1040 SACOS DE 25 KG CADA UNO / USO: INDUSTRIAL POLYPROPYLENE COPOLYMER INJECTION ARAMCO CP245NK
118-385530;0005;05/10/2021;2021;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02318-21;MEDUAD217181;ABU DHABI;Emiratos ¡rabes Unidos;Austria;24.75;TM;24750;KILOGRAMO;0;No disponible;36881.5;1490.16;40933.51;1653.88;3591;24750;25310;BOROUGE PTE LTD;BOREALIS;COPOLIMERO DE PROPILENO. BOREALIS. BF970MO REF: 2800184438 SON : 990 SACOS DE 25 KG / USO: INDUSTRIAL BF970MO BOROUGE BAG PROPYLENE COPOLYMER;COPOLIMERO DE PROPILENO. BOREALIS. BF970MO REF: 2800184438 SON : 990 SACOS DE 25 KG / USO: INDUSTRIAL BF970MO BOROUGE BAG PROPYLENE COPOLYMER
118-385602;0001;05/10/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02329-21;ANT1444520;ANTWERPEN;Francia;Reino Unido;99;TM;99000;KILOGRAMO;0;No disponible;189538.56;1914.53;194418.45;1963.82;4798.44;99000;101010;INEOS DERIVATIVES FRANCE LTDHAWKSLEASECHAPEL LANE,;ELTEX;COPOLIMERO DE POLIPROPILENO, ELTEX, KS407HP X 25 KG PE BAGS ON 72 X 1375 KG PALLETS COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P KS407 HP IN 3960 EN FORMAS BASICAS;COPOLIMERO DE POLIPROPILENO, ELTEX, KS407HP X 25 KG PE BAGS ON 72 X 1375 KG PALLETS COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P KS407 HP IN 3960 EN FORMAS BASICAS
118-385802;0001;05/10/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;02363-21;ANT1459964;ANTWERPEN;Francia;Reino Unido;99;TM;99000;KILOGRAMO;0;No disponible;196164.29;1981.46;201351.36;2033.85;5102.72;99000;101030;INEOS DERIVATIVES FRANCE LTDHAWKSLEASECHAPEL LANE,;ELTEX;COPOLIMERO DE POLIPROPILENO, ELTEX, KS407HP X 25 KG PE BAGS ON 72 X 1375 KG PALLETS COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P KS407 HP IN 3960 EN FORMAS BASICAS;COPOLIMERO DE POLIPROPILENO, ELTEX, KS407HP X 25 KG PE BAGS ON 72 X 1375 KG PALLETS COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P KS407 HP IN 3960 EN FORMAS BASICAS
118-385873;0001;05/10/2021;2021;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02399-21;MAEU608591525;ANTWERPEN;BÈlgica;Reino Unido;74.25;TM;74250;KILOGRAMO;0;No disponible;143804.82;1936.77;147577.3;1987.57;3710.68;74250;75670;INEOS EUROPE AG;ELTEX;COPOLIMERO DE POLIPROPILENO, ELTEX, KS359 HP X25 KG PE BAGS ON 54 X 1375KG PALLET COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P  KS359 HP IN 2970 EN FORMAS BASICAS;COPOLIMERO DE POLIPROPILENO, ELTEX, KS359 HP X25 KG PE BAGS ON 54 X 1375KG PALLET COPOLIMERO DE POLIPROPILENO PP COPOLYMER: ELTEX P  KS359 HP IN 2970 EN FORMAS BASICAS
118-386358;0001;05/10/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ123980X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43371.13;1752.37;46030.65;1859.82;2600;24750;25375;BRASKEM SA UNIDADE III POLO PETRO;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M COPO HETEROFASICO CP 295 PL14 POLIPROPILENO COPOLIMERO CP 295-POLIPROPILENO COPO EN BOLSAS DE 25KG;POLIPROPILENO COPOLIMERO. BRASKEM. S/M COPO HETEROFASICO CP 295 PL14 POLIPROPILENO COPOLIMERO CP 295-POLIPROPILENO COPO EN BOLSAS DE 25KG
118-386358;0002;05/10/2021;2021;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ123980X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43371.13;1752.37;46030.65;1859.82;2600;24750;25375;BRASKEM SA UNIDADE III POLO PETRO;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. S/M COPO HETEROFASICO CP 295 PL14 POLIPROPILENO COPOLIMERO CP 295-POLIPROPILENO COPO EN BOLSAS DE 25KG;POLIPROPILENO COPOLIMERO. BRASKEM. S/M COPO HETEROFASICO CP 295 PL14 POLIPROPILENO COPOLIMERO CP 295-POLIPROPILENO COPO EN BOLSAS DE 25KG
118-386494;0001;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0002;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0003;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0004;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0005;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0006;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0007;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0008;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0009;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386494;0010;05/10/2021;2021;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;SUDU61SSZ120156X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;41727.42;1685.96;44379.11;1793.1;2620.77;24750;25082.65;BRASKEM SA AV PRES COSTA E SILVA.;BRASKEM;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14;POLIPROPILENO COPOLIMERO. BRASKEM. CP 741 EN SACOS DE 25 KG. C/U. = 990 SACOS USO: INDUSTRIAL POLIPROPILENO COPOLIMERO CP 741 PL14
118-386615;0001;05/10/2021;2021;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02299-21;HLCUSEL210880227;KRZZA;Corea del Sur;Singapur;44;TM;44000;KILOGRAMO;0;No disponible;68319.29;1552.71;76181.28;1731.39;7790.71;44000;44740;ITOCHU PLASTICS PTE.. LTD.;LOTTE;POLIPROPILENO COPOLIMERO. LOTTE. S/M GRADE: LOTTE J-595K USO: INDUSTRIAL POLYPROPYLENE COPOLYMER;POLIPROPILENO COPOLIMERO. LOTTE. S/M GRADE: LOTTE J-595K USO: INDUSTRIAL POLYPROPYLENE COPOLYMER
118-387999;0002;06/10/2021;2021;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02296-21;SMLU6764161A;HOUSTON;Singapur;Estados Unidos;1500;KG;1500;KILOGRAMO;0;No disponible;3889.68;2.59;4046.12;2.7;107.81;1500;1541.81;CPA INTERNATIONAL;VISTAMAXX;POLIPROPILENO COPOLIMERO. VISTAMAXX. 6202 LOTE: V21032502A EN 60 SACOS DE PLASTICO DE 25 KG. C/U. POLIPROPILENO COPOLIMERO VISTAMAXX 6202;POLIPROPILENO COPOLIMERO. VISTAMAXX. 6202 LOTE: V21032502A EN 60 SACOS DE PLASTICO DE 25 KG. C/U. POLIPROPILENO COPOLIMERO VISTAMAXX 6202
118-387999;0003;06/10/2021;2021;CHANNEL PRIME ALLIANCE DE PERU S.A.C.;4  20545537738;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02296-21;SMLU6764161A;HOUSTON;Singapur;Estados Unidos;1500;KG;1500;KILOGRAMO;0;No disponible;3889.68;2.59;4046.12;2.7;107.81;1500;1541.81;CPA INTERNATIONAL;VISTAMAXX;POLIPROPILENO COPOLIMERO. VISTAMAXX. 6102 LOTE: V21031602A EN 60 SACOS DE PLASTICO DE 25 KG. C/U. POLIPROPILENO COPOLIMERO VISTAMAXX 6102;POLIPROPILENO COPOLIMERO. VISTAMAXX. 6102 LOTE: V21031602A EN 60 SACOS DE PLASTICO DE 25 KG. C/U. POLIPROPILENO COPOLIMERO VISTAMAXX 6102
118-388628;0001;06/10/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;HLCUEUR2108BUST8;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43285.92;1748.93;44718.63;1806.81;1426;24750;25470;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 548S;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 548S
118-388628;0002;06/10/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;HLCUEUR2108BUSV0;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43285.92;1748.93;44718.63;1806.81;1426;24750;25420;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L
118-388628;0003;06/10/2021;2021;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02275-21;HLCUEUR2108BUTS2;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43285.92;1748.93;44718.63;1806.81;1426;24750;25410;BRASKEM S.A.;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N
