DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-151512;0001;26/04/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;AGENCIAS UNIVERSALES PERU;00907-22;3012CS317;CNCGU;China;Singapur;501;TM;493000;KILOGRAMO;0;No disponible;629397;1256.28;732784.17;1462.64;102705;493000;493000;CHINA JINSHAN ASSOCIATED TRADING CORPORATION;S/M;POLIPROPILENO, S/M, S/M AS PER PURCHASE ORDER NO: IMP2022-0033 POLIPROPILENO EN FORMAS PRIMARIAS POLYPROPYLENE PPH-F03D;POLIPROPILENO, S/M, S/M AS PER PURCHASE ORDER NO: IMP2022-0033 POLIPROPILENO EN FORMAS PRIMARIAS POLYPROPYLENE PPH-F03D
118-151627;0001;26/04/2022;2022;PLASTICOS A SOCIEDAD ANONIMA;4  20512976108;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD270214;No disponible;Arabia Saudi;Estados Unidos;24.75;TM;24750;KILOGRAMO;0;No disponible;38940;1573.33;47066.75;1901.69;7640;24750;25080;SAUDI BASIC INDUSTRIES CORPORATION  SABIC  RIYADH;S/M;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N
118-151676;0001;26/04/2022;2022;PLASTICOS A SOCIEDAD ANONIMA;4  20512976108;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD270420;No disponible;Arabia Saudi;Estados Unidos;24.75;TM;24750;KILOGRAMO;0;No disponible;38940;1573.33;47066.75;1901.69;7640;24750;25170;SABIC AMERICAS INC. C/O SAUDI BASIC INDUSTRIES COR;S/M;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N
118-151703;0001;26/04/2022;2022;PLASTICOS A SOCIEDAD ANONIMA;4  20512976108;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD270388;No disponible;Arabia Saudi;Estados Unidos;24.75;TM;24750;KILOGRAMO;0;No disponible;38940;1573.33;47066.75;1901.69;7640;24750;25130;SABIC AMERICAS INC. C/O SAUDI BASIC INDUSTRIES COR;S/M;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N;POLIPROPILENO S/M S/M 990 BOLSAS X 25KG C/U POLIPROPILENO  SABIC PP 5707N
118-151766;0001;26/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD271592;No disponible;Arabia Saudi;Estados Unidos;102;TM;102000;KILOGRAMO;0;No disponible;135240;1325.88;165576.81;1623.3;30200;102000;103470;SAUDI BASIC INDUSTRIES COMPANY AIRPORT BRANCH RD R;SABIC;POLIPROPILENO, SABIC, S/M PP 506P 149 EN BOLSAS DE 25KG POLIPROPILENO;POLIPROPILENO, SABIC, S/M PP 506P 149 EN BOLSAS DE 25KG POLIPROPILENO
118-151919;0001;26/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD271113;No disponible;Arabia Saudi;Estados Unidos;74.25;TM;74250;KILOGRAMO;0;No disponible;97785;1316.97;120591.37;1624.13;22650;74250;75690;SABIC AMERICAS INC. C/O SAUDI BASIC INDUSTRIES COR;SABIC;POLIPROPILENO, SABIC, S/M PP 5707N 148 EN BOLSAS DE 25KG POLIPROPILENO;POLIPROPILENO, SABIC, S/M PP 5707N 148 EN BOLSAS DE 25KG POLIPROPILENO
118-151967;0001;26/04/2022;2022;POLIMASTER S.A.C.;4  20380632943;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00926-22;MEDUJD270230;No disponible;Arabia Saudi;Estados Unidos;74.25;TM;74250;KILOGRAMO;0;No disponible;109515.03;1474.95;132447.2;1783.8;22800;74250;75100;SAUDI BASIC INDUSTRIES CORPORATION  SABIC  RIYADH;SABIC;POLIPROPILENO, SABIC, PP 5707N PP 5707N 148 2970 SACOS X 25 KG C/U POLIPROPILENO;POLIPROPILENO, SABIC, PP 5707N PP 5707N 148 2970 SACOS X 25 KG C/U POLIPROPILENO
118-152224;0001;26/04/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;00878-22;COSU6329183690;CARDENAS;China;Singapur;52;TM;52000;KILOGRAMO;0;No disponible;70930.31;1364.04;85445.19;1643.18;14502.06;52000;52500;ORIENTAL ENERGY NINGBO NEW MATERIAL CO,LTD;ENERGY;RESINA PLASTICA, ENERGY, S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO S2015;RESINA PLASTICA, ENERGY, S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO S2015
118-152703;0001;27/04/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00937-22;EGLV003200419256;TAICHUNG;Taiw醤;Estados Unidos;75000;KG;75000;KILOGRAMO;0;No disponible;102166.87;1.36;131343.96;1.75;27900;75000;75300;ICD AMERICA LLC;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 3000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:12151;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 3000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:12151
118-152793;0001;27/04/2022;2022;WMB E.I.RL.;4  20523766024;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;00891-22;HLCUSHA2203CBUT3;SHANGHAI;China;Francia;27;TM;27000;KILOGRAMO;0;No disponible;40246.94;1490.63;47213.08;1748.63;6463.06;27000;27230;HONGKONG TOPWAY TRADING CO., LTD;S/M;POLIPROPILENO HOMOPOLIMERO, S/M, S/M REF.PPHY40  POLIPROPILENO HOMOPOLIMERO HENGLI PPH Y40;POLIPROPILENO HOMOPOLIMERO, S/M, S/M REF.PPHY40  POLIPROPILENO HOMOPOLIMERO HENGLI PPH Y40
118-153305;0001;27/04/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00892-22;EGLV003200419222;KAOHSIUNG;Taiw醤;Estados Unidos;50000;KG;50000;KILOGRAMO;0;No disponible;68111.25;1.36;87562.64;1.75;18600;50000;50130;ICD AMERICA LLC;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:31B17;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:31B17
118-153321;0001;27/04/2022;2022;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00920-22;MEDUCI659565;BARCELONA;Espa馻;Espa馻;20.25;TM;20250;KILOGRAMO;0;No disponible;28734.77;1419;35822.25;1769;6962.1;20250;20558.82;GESTORA CATALANA DE RESIDUOS, S.L.U.;GRANIC;GRANIC 1051, GRANIC, 1051 G1041S 1350GT LOTE: 000C220158 GRANIC 1051 (25KG/BAG);GRANIC 1051, GRANIC, 1051 G1041S 1350GT LOTE: 000C220158 GRANIC 1051 (25KG/BAG)
118-153535;0001;27/04/2022;2022;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00988-22;HLCUTS12203ATSH3;CNZZA;Hong Kong;Francia;27;TM;27000;KILOGRAMO;0;No disponible;40206.48;1489.13;46774.58;1732.39;6065.52;27000;27275;HONGKONG TOPWAY TRADING CO., LTD.;SNETOR;POLIPROPILENO, SNETOR, L5E89 REF : L5E89 SON : 1080 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER L5E89;POLIPROPILENO, SNETOR, L5E89 REF : L5E89 SON : 1080 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER L5E89
118-153592;0001;27/04/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00990-22;ONEYSELC27041600;KRZZA;Corea del Sur;Estados Unidos;67.2;TM;67200;KILOGRAMO;0;No disponible;95279.8;1417.85;126016.94;1875.25;30663;67200;68480;LG CHEM. LTD.;S/M;POLIPROPILENO S/M S/M EN 96 SACOS DE 700 KG C/U PARA USO INDUSTRIAL PP H7914 700KG SQU BAG LOTE: C203023H;POLIPROPILENO S/M S/M EN 96 SACOS DE 700 KG C/U PARA USO INDUSTRIAL PP H7914 700KG SQU BAG LOTE: C203023H
118-154189;0001;28/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ020790X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;39629.64;1601.2;44846.56;1811.98;5159;24750;25280;BRASKEM SA AVENIDA WAGNER SAMARA;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 202HC PL14 POLIPROPILENO SIN CARGA HOMO POLIPROPILENO HOMOPOLIMERO H 202HC PALLETS DE 1.375KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 202HC PL14 POLIPROPILENO SIN CARGA HOMO POLIPROPILENO HOMOPOLIMERO H 202HC PALLETS DE 1.375KG C/U
118-154189;0002;28/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ020790X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;39629.64;1601.2;44846.56;1811.98;5159;24750;25360;BRASKEM SA AVENIDA WAGNER SAMARA;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 202HC PL14 POLIPROPILENO SIN CARGA HOMO POLIPROPILENO HOMOPOLIMERO H 202HC PALLETS DE 1.375KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 202HC PL14 POLIPROPILENO SIN CARGA HOMO POLIPROPILENO HOMOPOLIMERO H 202HC PALLETS DE 1.375KG C/U
118-154226;0001;28/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ020789X;RIO DE JANEIRO;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;39320.74;1588.72;44537.33;1799.49;5159;24750;25370;BRASKEM S/A RUA MARUMBI 1001 252;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 201 PL14 PALLETS DE 1.375KG C/U POLIPROPILENO HOMOPOLIMERO H 201;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 201 PL14 PALLETS DE 1.375KG C/U POLIPROPILENO HOMOPOLIMERO H 201
118-154384;0001;28/04/2022;2022;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00937-22;EGLV003200594147;KAOHSIUNG;Taiw醤;Estados Unidos;50000;KG;50000;KILOGRAMO;0;No disponible;71201.25;1.42;89899.43;1.8;18600;50000;50570;ICD AMERICA LLC;S/M;POLIPROPILENO HOMOPOLIMERO, S/M, T1002 EN 2000 BAG DE 25 KG/NETO PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PP T1002;POLIPROPILENO HOMOPOLIMERO, S/M, T1002 EN 2000 BAG DE 25 KG/NETO PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PP T1002
118-154592;0001;28/04/2022;2022;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ019078X;RIO DE JANEIRO;Brasil;Uruguay;74.25;TM;74250;KILOGRAMO;0;No disponible;120837.21;1627.44;136605.42;1839.8;15612.18;74250;76110;BRASKEM S/A RUA MARUMBI 1001 252;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, S/M EN 2970 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER PH0952;POLIPROPILENO HOMOPOLIMERO, BRASKEM, S/M EN 2970 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER PH0952
118-155405;0001;28/04/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ021155X;SANTOS;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;78684.1;1589.58;89150.74;1801.03;10453.18;49500;50810;BRASKEM SA AVENIDA WAGNER SAMARA;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 503HS;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 503HS
118-155405;0004;28/04/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ021804X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;39342.05;1589.58;44642.96;1803.76;5294.18;24750;25390;BRASKEM SA AVENIDA WAGNER SAMARA;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 603;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 603
118-155405;0005;28/04/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00885-22;SUDU62SSZ021807X;SANTOS;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;78684.1;1589.58;89150.74;1801.03;10453.18;49500;50680;BRASKEM SA AVENIDA WAGNER SAMARA;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 301;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO H 301
118-155522;0001;28/04/2022;2022;FIBRAFIL S.A.;4  20508873914;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00892-22;EGLV003200378568;KAOHSIUNG;Taiw醤;Estados Unidos;200000;KG;200000;KILOGRAMO;0;No disponible;286240;1.43;361550.8;1.81;74400;200000;200670;ICD AMERICA LLC;S/M;POLIPROPILENO. S/M. S/M MATERIA PRIMA PARA FABRICACION DE CUERDAS Y CORDELES  POLIPROPILENO HOMOPOLIMERO PP S1005;POLIPROPILENO. S/M. S/M MATERIA PRIMA PARA FABRICACION DE CUERDAS Y CORDELES  POLIPROPILENO HOMOPOLIMERO PP S1005
118-156593;0001;29/04/2022;2022;WMB E.I.RL.;4  20523766024;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00928-22;HLCUNG12202DTEI0;NINGBO;China;Francia;27;TM;27000;KILOGRAMO;0;No disponible;40053.68;1483.47;46940.67;1738.54;6386.32;27000;27300;HONGKONG TOPWAY TRADING CO.. LTD;S/M;POLIPROPILENO HOMOPOLIMERO. S/M. S/M REF.Y26  POLIPROPILENO HOMOPOLIMERO Y26;POLIPROPILENO HOMOPOLIMERO. S/M. S/M REF.Y26  POLIPROPILENO HOMOPOLIMERO Y26
118-156753;0001;29/04/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00937-22;EGLV003200629676;TAICHUNG;Taiw醤;Estados Unidos;50;TM;50000;KILOGRAMO;0;No disponible;75611.25;1512.23;95235.49;1904.71;18679.1;50000;50070;FORMOSA CHEMICALS AND FIBRE;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO / RESINA SINTETICA VIRGEN PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25KG C/U. ITEM CODE S1005 - POLYPROPYLENE;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO / RESINA SINTETICA VIRGEN PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25KG C/U. ITEM CODE S1005 - POLYPRO
118-157235;0001;29/04/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00937-22;EGLV003200598801;KAOHSIUNG;Taiw醤;Estados Unidos;50;TM;50000;KILOGRAMO;0;No disponible;75611.25;1512.23;95235.49;1904.71;18679.1;50000;50070;FORMOSA CHEMICALS AND FIBRE;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO / RESINA SINTETICA VIRGEN PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE S1005 - POLYPROPYLENE;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO / RESINA SINTETICA VIRGEN PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE S1005 - POLYP
118-157427;0001;29/04/2022;2022;INDUSTRIAS PANDA S.A.C.;4  20374518519;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;00972-22;CTLT09205156296;NINGBO;Corea del Sur;Hong Kong;55;TM;55000;KILOGRAMO;0;No disponible;83255.12;1513.73;103125;1875;19800;55000;55870;AN THANH BICSOL JSC;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. GJ 170 PP GJ 170 25 KGS BAGS POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. GJ 170 PP GJ 170 25 KGS BAGS POLIPROPILENO HOMOPOLIMERO
118-157585;0001;29/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00892-22;EGLV003200260452;KAOHSIUNG;Taiw醤;Estados Unidos;50000;KG;49980;KILOGRAMO;0;No disponible;73451.25;1.47;92170.2;1.84;18600;49980;49980;ICD AMERICA LLC;S/M;POLIPROPILENO HOMOPOLIMERO, S/M, S/M PP K1035 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO, S/M, S/M PP K1035 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO
118-157824;0001;29/04/2022;2022;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01011-22;MAEU913928088;No disponible;Arabia Saudi;Francia;192;TM;192000;KILOGRAMO;0;No disponible;299208;1558.38;334179.1;1740.52;31231;192000;196090;NATIONAL PETROCHEMICAL INDUSTRIAL CO.;NATPET TELDENE;POLIPROPILENO. NATPET TELDENE. H03BPM REF : H03BPM SON : 7680 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMERE NATPET TELDENE;POLIPROPILENO. NATPET TELDENE. H03BPM REF : H03BPM SON : 7680 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMERE NATPET TELDENE
118-158716;0002;30/04/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;00952-22;SEAU217038549;BALBOA;Estados Unidos;Estados Unidos;24.75;TM;24750;KILOGRAMO;0;No disponible;39821.5;1608.95;41881.86;1692.2;2006;24750;24990;BRASKEM AMERICA, INC.;S/M;POLIPROPILENO HOMOPOLIMERO, S/M, S/M PG480  P14 POLIPROPILENO HOMOPOLIMERO PG480 - POLYPROPYLENE HOMOPOLYMER PALLETS DE 1375 KG C/U;POLIPROPILENO HOMOPOLIMERO, S/M, S/M PG480  P14 POLIPROPILENO HOMOPOLIMERO PG480 - POLYPROPYLENE HOMOPOLYMER PALLETS DE 1375 KG C/U
118-159160;0001;02/05/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00892-22;EGLV003200486582;KAOHSIUNG;Taiw醤;Estados Unidos;50000;KG;50000;KILOGRAMO;0;No disponible;68900;1.38;87578.75;1.75;18600;50000;50130;ICD AMERICA LLC;RAFFIA;POLIPROPILENO HOMOPOLIMERO RAFFIA S1005 2000 BAGS USO INDUSTRIAL POLIPROPILENO POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO RAFFIA S1005 2000 BAGS USO INDUSTRIAL POLIPROPILENO POLIPROPILENO HOMOPOLIMERO
118-159182;0003;02/05/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01008-22;SUDU22159AZM9SXC;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;50138.94;1.86;52668.09;1.95;2516;27000;27516.66;ESENTTIA SA INDUSTRIAL VIA MAMOMA;ESENTTIA;HOMOPOLIMERO, ESENTTIA, 03H82NA BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82NA-TAR;HOMOPOLIMERO, ESENTTIA, 03H82NA BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82NA-TAR
118-159303;0001;02/05/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00931-22;CLSCL0000004061;CORONEL;Chile;Chile;102000;KG;102000;KILOGRAMO;0;No disponible;166540;1.63;186181.33;1.83;19400;102000;103480;PETROQUIM SA;S/M;POLIPROPILENO HOMOPOLIMERO. S/M. S/M PH0953-P1500 SANITIZADO EN BOLSAS DE 25 KG POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO. S/M. S/M PH0953-P1500 SANITIZADO EN BOLSAS DE 25 KG POLIPROPILENO HOMOPOLIMERO
118-159307;0001;02/05/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00988-22;HLCUSEL2203BAWA0;KRZZA;Corea del Sur;Estados Unidos;67.5;TM;67500;KILOGRAMO;0;No disponible;103096.26;1527.35;114813.11;1700.93;11653.74;67500;68450;LG CHEM, LTD.;LG CHEM;POLIPROPILENO HOMOPOLIMERO, LG CHEM, MH1850 EN BOLSAS DE 25KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE PP MH1850;POLIPROPILENO HOMOPOLIMERO, LG CHEM, MH1850 EN BOLSAS DE 25KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE PP MH1850
118-159322;0001;02/05/2022;2022;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00931-22;CLSCL0000004059;CORONEL;Chile;Chile;102000;KG;102000;KILOGRAMO;0;No disponible;164200;1.61;183893.76;1.8;19400;102000;103390;PETROQUIM SA;PETROQUIM;POLIPROPILENO HOMOPOLIMERO. PETROQUIM. S/M PH0130-P1500 SANITIZADO 4080 BOLSAS X 25 KG POLIPROPILENO HOMOPOLIMERO LOTE: L-894;POLIPROPILENO HOMOPOLIMERO. PETROQUIM. S/M PH0130-P1500 SANITIZADO 4080 BOLSAS X 25 KG POLIPROPILENO HOMOPOLIMERO LOTE: L-894
118-159323;0001;02/05/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01008-22;SUDU22159AZM9WSA;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;49098.32;1.82;51627.2;1.91;2516;27000;31265;ESENTTIA SA INDUSTRIAL VIA MAMOMA;S/M;HOMOPOLIMERO. S/M. 01H41 BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 01H41;HOMOPOLIMERO. S/M. 01H41 BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 01H41
